,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
1039,,,439,0.6055337519623234,2024-02-16 23:22:51.247970,2024-02-16 23:22:59.284967,0 days 00:00:08.036997,False,absolute_error,0.015724683732342835,39,0.5220377780798214,50,0.006332697472685174,11,11,RandomForest,116,False,False,COMPLETE,"[0.6836734693877551, 0.7, 0.6923076923076923, 0.34615384615384615]","[8.85995891e-03 3.62970341e-04 8.77706398e-04 8.27809278e-03
 5.53170660e-04 1.41221350e-04 2.02799297e-02 0.00000000e+00
 3.21288933e-02 0.00000000e+00 9.63185516e-03 2.58559861e-02
 1.72209814e-03 1.82984648e-02 5.68134172e-02 6.73571891e-04
 1.47603403e-01 6.04662721e-02 1.23449658e-02 0.00000000e+00
 1.37491278e-02 2.35333660e-02 3.24341224e-02 0.00000000e+00
 5.05508805e-02 1.78044524e-03 1.67893614e-02 2.16786742e-03
 6.49314286e-03 0.00000000e+00 2.84419810e-03 2.24522974e-03
 3.54700939e-02 8.34603896e-04 2.44469196e-03 1.47265814e-04
 2.50792636e-02 2.30836579e-03 5.63941781e-03 3.98746400e-03
 2.80210222e-03 3.22598336e-04 2.17014122e-01 1.07620325e-02
 4.40059743e-02 1.02627790e-02 2.29990687e-03 6.62198890e-02
 0.00000000e+00 1.33171813e-04 9.26777004e-04 9.19143329e-03
 0.00000000e+00 2.66832829e-03]"
224,142.0,199.0,199,0.6052875695732838,2024-02-16 00:23:36.674234,2024-02-16 00:23:44.703924,0 days 00:00:08.029690,True,absolute_error,0.0505895038396577,10,0.0104890974784657,66,0.0456625643235525,5,16,RandomForest,138,False,False,COMPLETE,"[0.6938775510204082, 0.7272727272727273, 0.6923076923076923, 0.3076923076923077]","[0.02745377 0.01312976 0.00772903 0.01970876 0.00899368 0.00705611
 0.02307913 0.01119586 0.01038464 0.00597537 0.01943256 0.01533809
 0.01762583 0.01232589 0.00471698 0.02249228 0.04636161 0.02965631
 0.022286   0.02318662 0.04365399 0.04567281 0.02876798 0.01036424
 0.00362319 0.04074139 0.01231705 0.01017401 0.03324622 0.00663524
 0.01703404 0.00301205 0.02441321 0.         0.02843749 0.0088963
 0.05836647 0.0185209  0.01342678 0.00892586 0.02004608 0.00896616
 0.03540157 0.02545269 0.01447101 0.02963768 0.01888926 0.01292567
 0.01318415 0.01320126 0.00136442 0.01499791 0.00894941 0.01815523]"
225,143.0,120.0,120,0.6052233480804908,2024-02-16 00:16:47.548428,2024-02-16 00:16:52.279210,0 days 00:00:04.730782,True,absolute_error,0.0486832577218735,10,0.0468433559843469,99,0.0454116868864764,8,13,RandomForest,41,False,False,COMPLETE,"[0.6530612244897959, 0.6909090909090909, 0.6923076923076923, 0.38461538461538464]","[0.         0.01324363 0.01041667 0.         0.00527374 0.00386255
 0.00648215 0.00349935 0.01136364 0.0350711  0.06555211 0.00472333
 0.01041667 0.01181469 0.00342727 0.01541247 0.00691731 0.02086253
 0.01286279 0.03355781 0.03469828 0.04656094 0.00334119 0.04919006
 0.02355639 0.00441816 0.         0.01942815 0.         0.
 0.01848118 0.0322647  0.01041667 0.00205533 0.05013703 0.
 0.10140267 0.         0.00806452 0.03122832 0.         0.00365484
 0.07266744 0.00314195 0.00485001 0.04549894 0.04222499 0.01940292
 0.04778488 0.01699309 0.03377759 0.         0.         0.        ]"
731,,,131,0.6049695839874412,2024-02-16 18:45:32.091063,2024-02-16 18:45:41.190560,0 days 00:00:09.099497,False,absolute_error,0.009669506580826636,26,0.7664634985925926,18,0.0036424411410783657,13,14,RandomForest,93,False,False,COMPLETE,,
226,431.0,,131,0.6049695839874412,2024-02-16 18:45:32.091063,2024-02-16 18:45:41.190560,0 days 00:00:09.099497,False,absolute_error,0.0096695065808266,26,0.7664634985925926,18,0.0036424411410783,13,14,RandomForest,93,False,False,COMPLETE,"[0.5612244897959184, 0.7, 0.7740384615384616, 0.3846153846153846]","[3.78062506e-04 0.00000000e+00 8.70218510e-05 5.34410549e-03
 0.00000000e+00 3.70910721e-04 1.94680517e-03 0.00000000e+00
 1.62848549e-02 0.00000000e+00 7.52103977e-04 1.33761265e-03
 1.32387508e-03 7.34982039e-04 3.66964151e-02 1.22492978e-03
 1.76995126e-01 1.75940531e-01 9.64980513e-03 1.74043702e-04
 4.37606862e-02 6.62296208e-03 2.14944807e-03 0.00000000e+00
 1.19373412e-02 0.00000000e+00 5.35017731e-04 0.00000000e+00
 9.55232461e-04 0.00000000e+00 5.98142956e-04 5.96847015e-03
 1.42090406e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.98827425e-03 3.77580194e-04 1.86268556e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.06295423e-01 4.92370774e-03
 3.70456156e-04 2.59177533e-03 5.03224226e-03 8.24843926e-02
 0.00000000e+00 2.36053491e-03 2.25788178e-03 5.01576518e-02
 0.00000000e+00 5.55697718e-04]"
227,144.0,235.0,235,0.6049147281290138,2024-02-16 00:27:01.569946,2024-02-16 00:27:06.624826,0 days 00:00:05.054880,True,absolute_error,0.0444754890824584,11,0.0414575623206984,16,0.0486443326017853,8,12,RandomForest,69,False,False,COMPLETE,"[0.7346938775510203, 0.6272727272727272, 0.7307692307692308, 0.3269230769230769]","[0.         0.00926691 0.         0.00454545 0.00454545 0.00219724
 0.01052956 0.         0.01771309 0.01530077 0.03499836 0.0137814
 0.00757576 0.01546919 0.01124612 0.01102868 0.05809683 0.02019321
 0.03597934 0.03790311 0.05524179 0.04179989 0.00750316 0.04220987
 0.00750956 0.00568182 0.02189144 0.01209417 0.01518081 0.00454545
 0.01212121 0.02788095 0.02083333 0.00768885 0.02786589 0.00568182
 0.07796924 0.         0.02234848 0.0061702  0.00235099 0.
 0.04110364 0.05726189 0.007593   0.02072778 0.01783464 0.02194537
 0.042883   0.00568182 0.02268345 0.01522481 0.         0.01212121]"
228,541.0,,241,0.6048884151562723,2024-02-16 19:00:32.520126,2024-02-16 19:00:41.915904,0 days 00:00:09.395778,False,absolute_error,0.0160035648247593,41,0.6300088629000988,23,0.0042405705852774,12,11,RandomForest,189,False,False,COMPLETE,"[0.7040816326530612, 0.6818181818181818, 0.6826923076923078, 0.3509615384615385]","[1.91098580e-04 0.00000000e+00 1.92938636e-03 1.22541231e-02
 0.00000000e+00 4.07118594e-05 9.99894863e-03 0.00000000e+00
 1.31316761e-02 0.00000000e+00 1.26285647e-02 2.37242793e-02
 1.31146235e-03 9.36338128e-03 8.74257538e-02 9.51850240e-04
 1.55149558e-01 7.56484154e-02 1.18046082e-02 4.86477061e-04
 6.23366361e-03 2.00296046e-02 3.58592003e-02 0.00000000e+00
 5.79839353e-02 4.70082098e-03 1.74104937e-02 0.00000000e+00
 1.42569045e-03 1.63858827e-04 7.99111831e-04 5.89041389e-03
 2.55298409e-02 1.98945075e-03 3.08671443e-04 4.59077014e-04
 8.74811434e-03 1.15708863e-03 6.49844975e-03 4.61324946e-03
 7.55939499e-04 1.82313420e-04 2.66247551e-01 4.49216223e-03
 8.72820898e-03 2.82744893e-02 0.00000000e+00 5.41853206e-02
 0.00000000e+00 1.78479433e-03 0.00000000e+00 1.85175450e-02
 0.00000000e+00 9.90644854e-04]"
841,,,241,0.6048884151562723,2024-02-16 19:00:32.520126,2024-02-16 19:00:41.915904,0 days 00:00:09.395778,False,absolute_error,0.016003564824759314,41,0.6300088629000988,23,0.004240570585277479,12,11,RandomForest,189,False,False,COMPLETE,,
229,145.0,252.0,252,0.6041440702154988,2024-02-16 00:28:31.785034,2024-02-16 00:28:36.668554,0 days 00:00:04.883520,True,absolute_error,0.0616042860868223,12,0.1103567797519804,44,0.0379701138972692,6,15,RandomForest,55,False,False,COMPLETE,"[0.7448979591836735, 0.6909090909090909, 0.6057692307692308, 0.375]","[0.01293701 0.01332422 0.         0.00475475 0.01122089 0.0125619
 0.01360356 0.00473711 0.00459863 0.01145023 0.03013151 0.00920695
 0.0121244  0.01446576 0.03598615 0.00531915 0.06921393 0.03362341
 0.0111586  0.02048418 0.05186582 0.012333   0.01848879 0.03166739
 0.00770393 0.00860279 0.01499462 0.02425055 0.01232428 0.0103485
 0.02175881 0.02340119 0.01586739 0.02348779 0.01336479 0.00688883
 0.07006207 0.00403511 0.00530022 0.02430449 0.01838129 0.0028058
 0.06401573 0.04656381 0.01288619 0.01655754 0.03429504 0.01508047
 0.01703962 0.0129082  0.00829825 0.01603707 0.00179146 0.00138681]"
1100,,,500,0.6041275688597116,2024-02-16 23:31:19.186596,2024-02-16 23:31:26.471840,0 days 00:00:07.285244,False,absolute_error,0.027619476832266263,42,0.5801556943919138,29,0.006968634826497929,13,10,RandomForest,117,False,False,COMPLETE,"[0.5816326530612245, 0.6954545454545455, 0.7692307692307692, 0.3701923076923077]","[1.88604195e-03 0.00000000e+00 3.74376184e-04 5.66330966e-03
 9.61091978e-04 0.00000000e+00 4.45059886e-02 1.53518541e-04
 1.45252970e-02 1.85264010e-03 8.37542879e-03 3.29092859e-03
 2.58901430e-03 1.71212574e-02 4.34950380e-02 3.99661658e-03
 1.28865477e-01 1.30761114e-01 3.28986907e-02 0.00000000e+00
 1.01387561e-02 3.73448503e-02 8.58062574e-03 0.00000000e+00
 3.07917123e-02 1.60071303e-03 4.55663584e-03 6.18154256e-03
 7.19235025e-03 0.00000000e+00 3.14436050e-04 8.31436994e-03
 1.83208182e-02 3.95575864e-03 8.99985654e-04 0.00000000e+00
 1.99399493e-02 4.51445482e-03 3.94709191e-03 9.29960212e-04
 3.58041435e-03 0.00000000e+00 2.52342677e-01 1.03519987e-02
 4.33562826e-02 6.91034327e-03 3.92993317e-03 5.71464131e-02
 0.00000000e+00 0.00000000e+00 8.67851770e-04 1.19129482e-02
 0.00000000e+00 7.61296661e-04]"
230,146.0,270.0,270,0.6037855002140716,2024-02-16 00:29:56.331148,2024-02-16 00:30:01.728960,0 days 00:00:05.397812,True,absolute_error,0.0493166728419405,5,0.0448637567243676,18,0.0414712734234975,6,17,RandomForest,63,False,False,COMPLETE,"[0.6836734693877551, 0.6545454545454545, 0.7307692307692308, 0.34615384615384615]","[0.         0.01515189 0.00891607 0.00490196 0.00274843 0.0015186
 0.00860758 0.00478159 0.01175688 0.01912567 0.04306817 0.00142265
 0.01450092 0.01712432 0.02171339 0.01421767 0.05347806 0.02086039
 0.0338881  0.03689253 0.05238314 0.04160148 0.00989128 0.0390312
 0.0120058  0.01226925 0.01893216 0.01298984 0.01083897 0.00585202
 0.0118145  0.02618826 0.01582809 0.01103279 0.02116692 0.00628069
 0.06850198 0.00362619 0.02384847 0.02044189 0.00289865 0.00196855
 0.04019341 0.03423515 0.00480584 0.04280651 0.02637495 0.02238274
 0.02508124 0.00490196 0.02135124 0.00154935 0.00179311 0.01045752]"
231,147.0,248.0,248,0.6034447695161981,2024-02-16 00:28:09.749947,2024-02-16 00:28:15.019775,0 days 00:00:05.269828,True,absolute_error,0.041931557080779,7,0.0409323877234826,19,0.0483908271977399,8,19,RandomForest,44,False,False,COMPLETE,"[0.7448979591836735, 0.5727272727272728, 0.7307692307692307, 0.36538461538461536]","[0.         0.00438088 0.01190476 0.         0.00491376 0.0037133
 0.01680568 0.00416692 0.         0.03433691 0.0471838  0.00757576
 0.         0.01590909 0.00777141 0.01762916 0.00773784 0.02444291
 0.00911989 0.02866907 0.03858448 0.05383295 0.         0.04971861
 0.0214481  0.00833333 0.00833333 0.01757576 0.         0.00757576
 0.01948052 0.04236899 0.02190476 0.00183373 0.04781385 0.
 0.09644733 0.         0.01295219 0.02590909 0.         0.00341957
 0.06072421 0.02781385 0.00430785 0.04136994 0.04027025 0.01781275
 0.04348485 0.00833333 0.03208946 0.         0.         0.        ]"
232,566.0,,266,0.6032610246895961,2024-02-16 19:04:25.285606,2024-02-16 19:04:31.244100,0 days 00:00:05.958494,False,absolute_error,0.0146467672955147,21,0.5108560294551162,23,0.0060040459704175,12,12,RandomForest,67,False,False,COMPLETE,"[0.6836734693877551, 0.6909090909090909, 0.7500000000000001, 0.28846153846153844]","[1.83046378e-03 0.00000000e+00 1.22736677e-03 8.18051226e-03
 0.00000000e+00 8.61559315e-04 3.31950994e-02 0.00000000e+00
 8.10328313e-03 0.00000000e+00 7.22765478e-03 3.08314061e-02
 5.40831074e-03 1.62090621e-02 2.92967551e-02 2.01218165e-03
 1.36518293e-01 6.81152888e-02 3.09195293e-02 1.93780174e-04
 7.58710455e-03 4.42545733e-02 2.06903891e-02 0.00000000e+00
 4.49357829e-02 6.30785281e-03 1.01559790e-02 1.42109368e-03
 4.16182727e-03 0.00000000e+00 1.97742489e-03 3.96962717e-03
 5.65151285e-02 1.45656747e-03 1.13948266e-03 9.66453613e-04
 2.61175340e-02 6.74188671e-03 9.11179497e-03 9.91668328e-03
 2.32783891e-03 5.12856847e-04 2.39769104e-01 1.05587764e-02
 3.29050636e-02 1.40632550e-02 6.78897175e-03 3.82199003e-02
 0.00000000e+00 0.00000000e+00 1.18060304e-03 1.45782044e-02
 0.00000000e+00 1.53769289e-03]"
866,,,266,0.6032610246895961,2024-02-16 19:04:25.285606,2024-02-16 19:04:31.244100,0 days 00:00:05.958494,False,absolute_error,0.014646767295514724,21,0.5108560294551162,23,0.0060040459704175,12,12,RandomForest,67,False,False,COMPLETE,,
233,148.0,63.0,63,0.6031825317539603,2024-02-16 00:10:20.359544,2024-02-16 00:10:28.041384,0 days 00:00:07.681840,True,absolute_error,0.0406341770261244,6,0.010259897263786,22,0.0477175485087152,7,6,RandomForest,73,False,False,COMPLETE,"[0.7448979591836734, 0.5909090909090909, 0.7211538461538461, 0.35576923076923084]","[0.01576355 0.03778464 0.00714286 0.01833635 0.         0.00323187
 0.00680475 0.00350405 0.01283663 0.01516542 0.02245363 0.00294702
 0.         0.02460561 0.00714286 0.01910518 0.05781697 0.01754251
 0.         0.01940362 0.04025763 0.03888748 0.00657895 0.01177746
 0.         0.02088146 0.         0.04010169 0.02508544 0.01698189
 0.02330319 0.01226077 0.05126394 0.         0.04422215 0.00249116
 0.0739415  0.00352894 0.00568182 0.         0.         0.00254511
 0.03465366 0.04438759 0.02402286 0.02277354 0.04177349 0.0269675
 0.03312543 0.01707137 0.00257379 0.02479244 0.         0.01648028]"
986,,,386,0.6030817396888826,2024-02-16 23:15:47.370119,2024-02-16 23:15:54.383733,0 days 00:00:07.013614,False,absolute_error,0.014780607246885583,33,0.3744328946463391,47,0.00014657354378444596,13,5,RandomForest,118,False,False,COMPLETE,"[0.653061224489796, 0.6727272727272727, 0.7403846153846154, 0.34615384615384615]","[4.19406955e-03 3.23577866e-04 5.59708911e-04 1.98598108e-02
 2.18701813e-03 5.96061638e-04 3.37159940e-02 1.06747064e-02
 6.22886040e-03 2.31940965e-03 5.18594774e-03 2.46095236e-02
 1.83618488e-03 1.94090702e-02 3.03238382e-02 2.19303441e-03
 9.20678748e-02 6.03409304e-02 2.40471296e-02 2.57421564e-04
 1.53523221e-02 7.73485148e-02 2.22247084e-02 4.27066687e-05
 5.37429578e-02 3.01859133e-04 3.18623106e-03 7.91744802e-03
 2.46267097e-03 0.00000000e+00 1.09161622e-02 6.24458988e-03
 1.66162736e-02 1.20294035e-03 3.33383795e-03 1.83541479e-03
 2.10813891e-02 5.01069059e-03 1.73965616e-02 8.01726818e-03
 1.02851172e-02 0.00000000e+00 2.37467688e-01 2.29102891e-02
 4.79277741e-02 3.89373248e-03 1.49801366e-02 3.67216868e-02
 0.00000000e+00 3.39070484e-04 4.68368301e-04 7.76236348e-03
 0.00000000e+00 2.07905348e-03]"
234,149.0,288.0,288,0.602835557299843,2024-02-16 00:31:29.168362,2024-02-16 00:31:34.004758,0 days 00:00:04.836396,True,absolute_error,0.0475604660593596,12,0.0976176992526161,21,0.0517536617235835,7,14,RandomForest,49,False,False,COMPLETE,"[0.6632653061224489, 0.7, 0.6634615384615384, 0.38461538461538464]","[0.00805636 0.         0.         0.00436212 0.00509184 0.01211489
 0.01796485 0.         0.         0.0170547  0.0243215  0.01655983
 0.01388889 0.0116342  0.02220064 0.00961538 0.05420057 0.05524821
 0.01117008 0.0160823  0.04411074 0.00978402 0.01829227 0.01653595
 0.0079392  0.00537145 0.01663886 0.01924802 0.01556777 0.00568182
 0.02673764 0.01262626 0.0116342  0.02306284 0.03089405 0.00901359
 0.09970497 0.0020285  0.00750842 0.02035766 0.01734269 0.00353983
 0.07876513 0.05066282 0.01471188 0.03383348 0.03047059 0.01387223
 0.00961444 0.01513416 0.01186645 0.0178817  0.         0.        ]"
235,150.0,147.0,147,0.6026259454830883,2024-02-16 00:19:02.159394,2024-02-16 00:19:07.489881,0 days 00:00:05.330487,True,absolute_error,0.0390237809899191,12,0.0413494234805835,23,0.0540219236814423,8,15,RandomForest,40,False,False,COMPLETE,"[0.7244897959183674, 0.6090909090909091, 0.7115384615384616, 0.3653846153846154]","[0.         0.00833333 0.         0.         0.         0.00401578
 0.00288954 0.         0.         0.04896376 0.05450221 0.00833333
 0.         0.01263321 0.00343439 0.02628591 0.01785714 0.0327412
 0.01020031 0.03747419 0.04097494 0.03724051 0.         0.04896376
 0.01303528 0.00425244 0.         0.         0.         0.00833333
 0.02619048 0.01378389 0.         0.00201877 0.06212165 0.00961538
 0.11571675 0.         0.00833333 0.03110661 0.         0.
 0.08692119 0.00316425 0.00569378 0.05022143 0.0407501  0.02114961
 0.05259784 0.00961538 0.04053499 0.         0.         0.        ]"
236,151.0,247.0,247,0.6022441843870415,2024-02-16 00:28:04.306247,2024-02-16 00:28:09.731898,0 days 00:00:05.425651,True,absolute_error,0.0356666623163717,14,0.0967920435190486,23,0.042797560702737,5,15,RandomForest,62,False,False,COMPLETE,"[0.7040816326530612, 0.7818181818181819, 0.5769230769230769, 0.34615384615384615]","[0.00717479 0.01891169 0.         0.00948611 0.01231232 0.01307651
 0.02204783 0.00435417 0.00837822 0.0138033  0.0298941  0.00722056
 0.01527869 0.01632667 0.02671511 0.00709413 0.07083089 0.03698203
 0.02745241 0.01997974 0.05284797 0.0013649  0.01581168 0.0231498
 0.00538926 0.00813126 0.02456091 0.0265603  0.00920074 0.01791415
 0.01629122 0.01809556 0.01253505 0.02166768 0.01187025 0.01559805
 0.06246384 0.00567264 0.01374682 0.01914595 0.01798182 0.00264995
 0.05840198 0.03604138 0.01529569 0.03245641 0.02138784 0.0199634
 0.00838576 0.01364999 0.00575555 0.01036712 0.00675927 0.00156653]"
1168,,,568,0.6022218852575996,2024-02-16 23:41:40.578453,2024-02-16 23:41:48.122305,0 days 00:00:07.543852,False,absolute_error,0.01334252170362474,42,0.7897584015285778,20,0.011049731775668039,13,11,RandomForest,95,False,False,COMPLETE,"[0.5510204081632653, 0.7136363636363636, 0.798076923076923, 0.34615384615384615]","[0.         0.         0.         0.01390831 0.00055813 0.
 0.00201508 0.         0.02565722 0.         0.00676336 0.
 0.         0.         0.03485143 0.00337638 0.17498098 0.19618759
 0.01633482 0.         0.03550356 0.01107198 0.00149446 0.
 0.02338182 0.         0.00263973 0.         0.         0.
 0.         0.00752696 0.00325248 0.         0.00063105 0.
 0.00118327 0.00060328 0.00419926 0.         0.         0.
 0.30012607 0.00337793 0.00034556 0.00148587 0.         0.0879468
 0.         0.         0.         0.0405966  0.         0.        ]"
237,152.0,287.0,287,0.6019337805052091,2024-02-16 00:31:24.301741,2024-02-16 00:31:29.150352,0 days 00:00:04.848611,True,absolute_error,0.0527358223658908,13,0.0775833014780477,25,0.0543063225414022,6,15,RandomForest,62,False,False,COMPLETE,"[0.673469387755102, 0.7727272727272727, 0.5961538461538461, 0.3653846153846154]","[0.00855665 0.02397647 0.         0.00115755 0.00454545 0.00454545
 0.00799033 0.         0.0078125  0.0197724  0.0283603  0.00938046
 0.00385235 0.01447125 0.0306268  0.00714286 0.07646643 0.0573433
 0.01882935 0.03306708 0.05328453 0.01235795 0.02451211 0.0274969
 0.00733405 0.02009236 0.00663678 0.00701058 0.005947   0.00684304
 0.02720257 0.00208611 0.01031695 0.03174384 0.01804858 0.
 0.0802457  0.00224679 0.01429319 0.03157773 0.01633415 0.00490196
 0.09245761 0.04238836 0.0163281  0.02067854 0.01578164 0.01829002
 0.00242788 0.01523883 0.00621077 0.         0.00178843 0.        ]"
755,,,155,0.6019119273583559,2024-02-16 18:48:49.843346,2024-02-16 18:48:58.365761,0 days 00:00:08.522415,False,absolute_error,0.015539415493989447,38,0.5313561155600679,17,0.005395244569337282,12,11,RandomForest,126,False,False,COMPLETE,,
238,455.0,,155,0.6019119273583559,2024-02-16 18:48:49.843346,2024-02-16 18:48:58.365761,0 days 00:00:08.522415,False,absolute_error,0.0155394154939894,38,0.5313561155600679,17,0.0053952445693372,12,11,RandomForest,126,False,False,COMPLETE,"[0.6734693877551021, 0.6909090909090909, 0.7019230769230769, 0.34134615384615385]","[7.32243067e-04 0.00000000e+00 2.51914556e-03 4.21555348e-03
 0.00000000e+00 2.43955308e-04 4.34670688e-02 1.09990175e-03
 1.43320392e-02 1.46701172e-03 1.20781042e-02 1.74050265e-02
 3.01151133e-03 1.86277398e-02 3.93848257e-02 1.79232360e-03
 1.27888283e-01 7.20091749e-02 1.77475503e-02 0.00000000e+00
 2.64823411e-03 4.10223560e-02 3.90494931e-02 0.00000000e+00
 5.84357429e-02 6.83011789e-03 1.43832135e-02 9.78876125e-04
 1.12108535e-02 0.00000000e+00 2.74117663e-03 2.41085627e-03
 4.59507961e-02 3.83207343e-04 1.94893787e-03 0.00000000e+00
 2.38933590e-02 2.95182540e-03 1.41440888e-02 5.46641845e-03
 1.53388731e-03 1.55876462e-04 2.20397093e-01 4.96943648e-03
 3.89744771e-02 2.05062037e-02 3.10110045e-03 4.52331353e-02
 0.00000000e+00 3.03777581e-04 1.83073892e-04 1.16838291e-02
 0.00000000e+00 4.87097989e-04]"
239,511.0,,211,0.6014793242471814,2024-02-16 18:56:41.343048,2024-02-16 18:56:48.327568,0 days 00:00:06.984520,False,absolute_error,0.0153001715775884,42,0.6428399008071017,49,0.0015071709128177,12,11,RandomForest,97,False,False,COMPLETE,"[0.7040816326530612, 0.6681818181818182, 0.7115384615384617, 0.32211538461538464]","[1.80864632e-04 0.00000000e+00 2.11009691e-03 1.23426039e-02
 0.00000000e+00 8.92223902e-05 7.62682071e-03 5.30117559e-05
 1.33162754e-02 0.00000000e+00 8.70321769e-03 2.12363701e-02
 2.48083331e-03 1.37127812e-02 8.77571188e-02 0.00000000e+00
 1.67882897e-01 7.89034425e-02 1.69124067e-02 3.41112170e-03
 3.01603012e-03 1.98821447e-02 1.85942425e-02 0.00000000e+00
 5.60209362e-02 3.47944224e-03 1.96425557e-02 0.00000000e+00
 1.59628599e-03 3.19640526e-04 6.23665288e-04 3.77226869e-03
 4.18987929e-02 9.87134757e-04 0.00000000e+00 0.00000000e+00
 8.42541510e-03 5.54483705e-04 7.61321953e-03 2.75871744e-03
 2.20412776e-03 0.00000000e+00 2.50550928e-01 2.98643366e-03
 1.18999978e-02 2.69709930e-02 1.54884445e-03 5.13780300e-02
 0.00000000e+00 1.50786349e-03 0.00000000e+00 2.50487220e-02
 0.00000000e+00 0.00000000e+00]"
811,,,211,0.6014793242471814,2024-02-16 18:56:41.343048,2024-02-16 18:56:48.327568,0 days 00:00:06.984520,False,absolute_error,0.015300171577588421,42,0.6428399008071017,49,0.001507170912817737,12,11,RandomForest,97,False,False,COMPLETE,,
240,153.0,64.0,64,0.6011515270443841,2024-02-16 00:10:28.060905,2024-02-16 00:10:35.740201,0 days 00:00:07.679296,True,absolute_error,0.0392808310988918,6,0.0128517952963693,21,0.047731830227132,7,6,RandomForest,83,False,False,COMPLETE,"[0.7040816326530612, 0.6909090909090909, 0.7019230769230769, 0.3076923076923077]","[0.01330532 0.02808433 0.00595238 0.02104697 0.         0.01188649
 0.01928812 0.00310977 0.01199742 0.01529688 0.02233018 0.00251899
 0.01516544 0.01701124 0.00595238 0.01068974 0.06827477 0.00935814
 0.00162695 0.01876488 0.03539881 0.06643909 0.0078125  0.01370516
 0.         0.01235294 0.         0.02871833 0.02376488 0.01580548
 0.02312485 0.005      0.05004814 0.         0.03993357 0.00742413
 0.08082462 0.0042472  0.01876488 0.         0.         0.0022391
 0.0486389  0.04219988 0.01505921 0.01924702 0.03575151 0.02526306
 0.02471726 0.01329089 0.0022864  0.02203864 0.         0.01424317]"
241,154.0,251.0,251,0.6011515270443841,2024-02-16 00:28:26.212760,2024-02-16 00:28:31.767843,0 days 00:00:05.555083,True,absolute_error,0.0537314107094826,13,0.0683890899439629,41,0.034153412030211,5,16,RandomForest,50,False,False,COMPLETE,"[0.7040816326530612, 0.6909090909090909, 0.6346153846153846, 0.375]","[0.01451819 0.00384366 0.00578744 0.00388529 0.00183605 0.00579437
 0.00862234 0.01421036 0.00733022 0.02984411 0.02533281 0.00823032
 0.02279117 0.02577375 0.02917378 0.00775946 0.04204337 0.02656377
 0.0073988  0.0226428  0.0354386  0.03277442 0.02392762 0.04445315
 0.02421187 0.01395913 0.01907297 0.01404382 0.01001876 0.01130429
 0.03017291 0.0222217  0.02268952 0.00623515 0.02673397 0.01371134
 0.07012166 0.00313006 0.01024988 0.00964565 0.00341621 0.01262473
 0.04807083 0.04254283 0.01310458 0.02874002 0.02835552 0.01888934
 0.0126434  0.00668569 0.01390707 0.00969621 0.00163852 0.00218654]"
1158,,,558,0.6009940951905237,2024-02-16 23:40:05.340055,2024-02-16 23:40:13.812021,0 days 00:00:08.471966,False,absolute_error,0.010592609162877489,40,0.6190811076854961,24,0.0021811181708919518,12,13,RandomForest,114,False,False,COMPLETE,"[0.6734693877551021, 0.7545454545454545, 0.6057692307692307, 0.3701923076923077]","[6.42218409e-04 0.00000000e+00 5.86584391e-04 4.16019707e-03
 0.00000000e+00 0.00000000e+00 1.17212251e-02 5.91134182e-05
 1.93138136e-02 7.62535076e-04 5.92729711e-03 2.64406928e-02
 3.05083471e-03 1.33259070e-02 7.17211672e-02 1.21098252e-04
 1.39117708e-01 9.04430903e-02 1.65806546e-02 4.05250979e-04
 7.26656066e-03 2.76203837e-02 2.97302468e-02 6.88567733e-04
 8.32808472e-02 2.88248323e-03 8.61325330e-03 6.16984637e-04
 6.25315294e-03 2.87548471e-04 2.51981792e-03 5.32115030e-03
 2.77795007e-02 4.12823840e-04 0.00000000e+00 0.00000000e+00
 1.09757225e-02 2.90961988e-03 8.24528747e-03 4.86656962e-04
 5.29167197e-04 8.75684048e-04 2.32322660e-01 4.75089913e-03
 3.79267171e-02 2.72294942e-02 5.91383409e-03 5.49907590e-02
 0.00000000e+00 0.00000000e+00 2.42531879e-04 4.94825724e-03
 0.00000000e+00 0.00000000e+00]"
